program_no,order,name,score,oaorder,id,year,month,day,recordnumber,record_onlyoneprogram,oatimes,participation,standscore,oadummy,oaratio,localdummy,perform_order_temp,company,number_members,career,age,yoshimotodummy,topfive,ranking,first,second,last,ordersq,pin,nocombi,pinfirst,nocombifirst,time,vote
19,1,とっかん小僧,209,,201,1999,9,4,1,0,0,0,-.60182482,0,,0,1,東京吉本,2,,27.939726,1,0,7,1,0,0,1,0,0,0,0,0,.25999999
19,3,COLORS,285,4,202,1999,9,4,1,0,0,1,-.032227147,1,,0,3,フリー→サンミュージック→フリー→エマ・クリエイティブ,3,3,33.991779,0,1,5,0,0,0,9,0,1,0,0,0,.41999999
19,5,ﾗｰﾒﾝｽﾞ,481,2,203,1999,9,4,1,0,3,3,1.4367354,1,,0,5,田辺エージェンシー→トゥインクル,2,3,26.093151,0,1,1,0,0,0,25,0,0,0,0,0,.86000001
19,7,ﾍﾓｸﾞﾛﾋﾞﾝ,138,,204,1999,9,4,1,0,0,1,-1.133949,0,,0,7,トーイボックス→プライムワン,2,4,26.761644,0,0,9,0,0,0,49,0,0,0,0,0,.1
19,9,かくれんぼ,160,,205,1999,9,4,1,0,0,0,-.96906549,0,,0,9,オフィスＱ＆Ｋ,2,1,24.950686,0,0,8,0,0,0,81,0,0,0,0,0,.15000001
19,10,ﾏｲﾏｲｶﾌﾞﾘ,385,5,206,1999,9,4,1,0,1,2,.71724349,1,,0,10,ホリプロ,2,3,23.819178,0,1,4,0,0,1,100,0,0,0,0,0,.64999998
19,8,中川家,443,3,207,1999,9,4,1,0,1,1,1.1519365,1,,0,8,吉本興業→東京吉本,2,7,28.205479,1,1,2,0,0,0,64,0,0,0,0,0,.76999998
19,6,Zee-G,132,,208,1999,9,4,1,0,0,0,-1.1789173,0,,0,6,人力舎,2,3,31.769863,0,0,10,0,0,0,36,0,0,0,0,0,.090000004
19,4,ｼｬｶ,421,1,209,1999,9,4,1,0,1,2,.98705292,1,,0,4,ワタナベ,2,1,24.89315,0,1,3,0,0,0,16,0,0,0,0,0,.73000002
19,2,ﾌﾞﾗｯｸﾊﾟｲﾅｰSOS,239,,210,1999,9,4,1,0,0,0,-.37698364,0,,0,2,太田,2,4,19.934246,0,0,6,0,1,0,4,0,0,0,0,0,.31999999
20,1,ﾀﾞﾝﾃﾞｨ坂野,321,,211,1999,9,11,2,0,3,4,-.21318543,0,,0,1,サンミュージック,1,3,32.673973,0,0,7,1,0,0,1,1,1,1,1,0,.5
20,3,ﾌﾟﾗｽﾄﾞﾗｲﾊﾞｰ,252,,212,1999,9,11,2,0,2,3,-.94139266,0,,0,3,あ・うん,3,3,27.008219,0,0,8,0,0,0,9,0,1,0,0,0,.34999999
20,5,ﾄﾞﾗﾝｸﾄﾞﾗｺﾞﾝ,507,1,213,1999,9,11,2,0,2,2,1.749808,1,,0,5,人力舎,2,3,25.794521,0,1,1,0,0,0,25,0,0,0,0,0,.92000002
20,7,ｽﾄﾛﾝｸﾞ･ﾏｲﾏｲｽﾞ,346,,214,1999,9,11,2,0,1,1,.050657764,0,,0,7,マセキ,2,1,22.057535,0,0,6,0,0,0,49,0,0,0,0,0,.56
20,9,ﾂｲﾝｶﾑ,433,5,215,1999,9,11,2,0,1,1,.96883208,1,,0,9,東京吉本,2,6,25.841095,1,1,2,0,0,0,81,0,0,0,0,0,.75
20,10,ZIPPER,198,,216,1999,9,11,2,0,0,0,-1.5112939,0,,0,10,松竹,2,3,23.372602,0,0,10,0,0,1,100,0,0,0,0,0,.23
20,8,あさりど,375,3,217,1999,9,11,2,0,0,0,.35671586,1,,0,8,浅井企画＝欽ちゃん劇団,2,5,25.079453,0,1,4,0,0,0,64,0,0,0,0,0,.62
20,6,火災報知器,365,4,218,1999,9,11,2,0,0,0,.25117859,1,,0,6,太田,2,1,18.720549,0,1,5,0,0,0,36,0,0,0,0,0,.60000002
20,4,ﾋﾟﾃｶﾝﾊﾞﾌﾞｰ,230,,219,1999,9,11,2,0,0,1,-1.1735747,0,,0,4,ホリプロ,2,4,25.079453,0,0,9,0,0,0,16,0,0,0,0,0,.30000001
20,2,ｴﾈﾙｷﾞｰ,385,2,220,1999,9,11,2,0,2,2,.46225315,1,,0,2,浅井企画,2,3,26.879452,0,1,3,0,1,0,4,0,0,0,0,0,.64999998
21,1,ﾙｰﾄ33,461,5,221,1999,9,18,,0,1,1,1.1627395,1,,0,1,baseよしもと→東京吉本,2,4,25.630136,1,1,2,1,0,0,1,0,0,0,0,0,.81
21,3,爆烈♥ｸﾚｲｼﾞｰ,245,,222,1999,9,18,,0,0,0,-.45968783,0,,0,3,エーダッシュプロモーション→アップフロントエージェンシー,2,,22.038357,0,0,7,0,0,0,9,0,0,0,0,0,.34
21,5,福田哲平,465,3,223,1999,9,18,,0,0,0,1.1927844,1,,0,5,あ・うん,1,2,21.736986,0,1,1,0,0,0,25,1,1,0,0,0,.81999999
21,7,COLORS,133,,224,1999,9,18,,0,1,2,-1.3009465,0,,0,7,フリー→サンミュージック→フリー→エマ・クリエイティブ,3,3,34.030136,0,0,9,0,0,0,49,0,1,0,0,0,.090000004
21,9,ﾌﾟﾛﾍﾟﾗZ,153,,225,1999,9,18,,0,0,0,-1.1507217,0,,0,9,ホリプロ→ホリプロコム,2,1,21.99452,0,0,8,0,0,0,81,0,0,0,0,0,.13
21,10,ﾏﾝﾌﾞﾙｺﾞｯﾁ,417,4,226,1999,9,18,,0,0,1,.83224505,1,,0,10,人力舎,2,4,23.021917,0,1,3,0,0,1,100,0,0,0,0,0,.72000003
21,8,ｽｰﾌﾟﾚｯｸｽ,397,1,227,1999,9,18,,0,2,3,.68202031,1,,0,8,太田,2,5,22.865753,0,1,4,0,0,0,64,0,0,0,0,0,.67000002
21,6,ﾔﾆｯﾀｰｽﾞ,133,,228,1999,9,18,,0,0,0,-1.3009465,0,,0,6,名古屋吉本,2,2,23.295891,1,0,9,0,0,0,36,0,0,0,0,0,.090000004
21,4,ｴﾈﾙｷﾞｰ,301,,229,1999,9,18,,0,3,3,-.039058529,0,,0,4,浅井企画,2,3,26.89863,0,0,6,0,0,0,16,0,0,0,0,0,.46000001
21,2,ﾊﾞｶﾘｽﾞﾑ,357,2,230,1999,9,18,,0,3,4,.38157079,1,,0,2,マセキ,2,4,24.646576,0,1,5,0,1,0,4,0,0,0,0,0,.57999998
22,1,火災報知器,377,4,231,1999,9,25,,0,1,1,.63136286,1,,0,1,太田,2,1,18.758904,0,1,2,1,0,0,1,0,0,0,0,0,.63
22,3,東京ﾋﾞﾝｺﾞﾋﾞﾝｺﾞ･ﾀﾞｲﾅﾏｲﾄｼﾞｬﾊﾟﾝ ,201,,232,1999,9,25,,0,2,4,-.92930907,0,,0,3,パームツリー→ケーアッププロモーション,3,2,29.498631,0,0,8,0,0,0,9,0,1,0,0,0,.23999999
22,5,DonDokoDon,369,5,233,1999,9,25,,0,3,3,.5604232,1,,0,5,東京吉本,2,5,30.843836,1,1,3,0,0,0,25,0,0,0,0,0,.61000001
22,7,江戸むらさき,489,1,234,1999,9,25,,0,3,4,1.6245177,1,,0,7,ホリプロ→ホリプロコム,2,3,22.169863,0,1,1,0,0,0,49,0,0,0,0,0,.88
22,9,黒田大創,193,,235,1999,9,25,,0,0,0,-1.0002487,0,,0,9,サンミュージック,1,3,29.594521,0,0,9,0,0,0,81,1,1,0,0,0,.22
22,10,ｴﾚｷｺﾐｯｸ,305,,236,1999,9,25,,0,0,0,-.0070938547,0,,0,10,田辺エージェンシー→トゥインクル,2,2,24.443836,0,0,7,0,0,1,100,0,0,0,0,0,.47
22,8,びゅんびゅん,97,,237,1999,9,25,,0,1,2,-1.8515242,0,,0,8,浅井企画,2,3,24.624657,0,0,10,0,0,0,64,0,0,0,0,0,.0099999998
22,6,ｽﾄﾛﾝｸﾞ･ﾏｲﾏｲｽﾞ,325,,238,1999,9,25,,0,1,2,.17025523,0,,0,6,マセキ,2,1,22.09589,0,0,6,0,0,0,36,0,0,0,0,0,.50999999
22,4,ﾀﾞｲﾉｼﾞ,357,2,239,1999,9,25,,0,0,0,.45401374,1,,0,4,東京吉本,2,5,27.265753,1,1,4,0,0,0,16,0,0,0,0,0,.57999998
22,2,ｱﾙﾌｧﾙﾌｧ,345,3,240,1999,9,25,,0,2,2,.3476043,1,,0,2,人力舎,2,4,25.334246,0,1,5,0,1,0,4,0,0,0,0,0,.56
23,1,寒空はだか,229,,241,1999,10,2,,0,0,0,-1.5214486,0,,0,1,オフィスＱ＆Ｋ,1,11,34.80822,0,0,10,1,0,0,1,1,1,1,1,0,.30000001
23,3,ﾎｰﾑ･ﾁｰﾑ,457,4,242,1999,10,2,,0,3,3,.79733664,1,,0,3,マセキ,2,2,22.99452,0,1,3,0,0,0,9,0,0,0,0,0,.81
23,5,やるせなす,457,1,243,1999,10,2,,0,3,3,.79733664,1,,0,5,ワタナベ,2,5,24.556164,0,1,3,0,0,0,25,0,0,0,0,0,.81
23,7,ｴﾙﾄﾝGOﾀｶｰｽﾞ,289,,244,1999,10,2,,0,0,0,-.91124201,0,,0,7,太田,2,4,21.178082,0,0,9,0,0,0,49,0,0,0,0,0,.43000001
23,9,坂道ｺﾛﾝﾌﾞｽ,369,,245,1999,10,2,,0,2,3,-.097633123,0,,0,9,ホリプロ→ホリプロコム,2,5,30.073973,0,0,6,0,0,0,81,0,0,0,0,0,.61000001
23,10,ﾊﾘｶﾞﾈﾛｯｸ,521,5,246,1999,10,2,,0,1,1,1.4482237,1,,0,10,baseよしもと→東京吉本,2,4,26.824657,1,1,1,0,0,1,100,0,0,0,0,0,.94999999
23,8,ﾗｰﾒﾝｽﾞ,481,3,247,1999,10,2,,0,4,4,1.0414193,1,,0,8,田辺エージェンシー→トゥインクル,2,3,26.169863,0,1,2,0,0,0,64,0,0,0,0,0,.86000001
23,6,おぎやはぎ,389,2,248,1999,10,2,,0,1,1,.10576909,1,,0,6,フリー→人力舎,2,4,28.112329,0,1,5,0,0,0,36,0,0,0,0,0,.64999998
23,4,ｼﾝﾄﾞﾊﾞｯﾄ,293,,249,1999,10,2,,0,0,0,-.87056154,0,,0,4,baseよしもと,2,6,27.20822,1,0,8,0,0,0,16,0,0,0,0,0,.44
23,2,ｵｰｹｲ,301,,250,1999,10,2,,0,1,2,-.78920066,0,,0,2,松竹,2,5,26.906849,0,0,7,0,1,0,4,0,0,0,0,0,.46000001
24,1,ｺﾝﾄｰｽﾞ,165,,251,1999,10,16,,0,0,0,-1.1034745,0,,0,1,THE NEWS,2,,27.221918,0,0,9,1,0,0,1,0,0,0,0,0,.16
24,3,北北西に進路を取れ,169,,252,1999,10,16,,0,0,1,-1.0758877,0,,0,3,吉本興業→浅井企画,2,2,25.126028,1,0,8,0,0,0,9,0,0,0,0,0,.17
24,5,ｼﾏﾚﾝ,165,,253,1999,10,16,,0,0,0,-1.1034745,0,,0,5,マセキ,2,,24.704109,0,0,9,0,0,0,25,0,0,0,0,0,.16
24,7,底ぬけAIR-LINE,469,1,254,1999,10,16,,0,3,3,.99312705,1,,0,7,Ｍ２→ホリプロコム,2,8,26.331507,0,1,3,0,0,0,49,0,0,0,0,0,.82999998
24,9,ﾕﾘｵｶ超特Q,357,4,255,1999,10,16,,0,1,2,.2206949,1,,0,9,人力舎→アッシュ＆ディ・コーポレーション→オイコーポレーション→クリエ→トップ・カラー,1,5,31.561644,0,1,5,0,0,0,81,1,1,0,0,0,.57999998
24,10,ﾎﾟﾁｮﾑ･ｷﾝ,181,,256,1999,10,16,,0,0,0,-.99312705,0,,0,10,ホリプロ,2,1,19.221918,0,0,7,0,0,1,100,0,0,0,0,0,.19
24,8,ｱﾝﾀｯﾁｬﾌﾞﾙ,509,5,257,1999,10,16,,0,3,4,1.2689956,1,,0,8,人力舎,2,5,24.019178,0,1,1,0,0,0,64,0,0,0,0,0,.92000002
24,6,海原やすよ ともこ,485,2,258,1999,10,16,,0,2,2,1.1034745,1,,0,6,よしもとクリエイティブ・エージェンシー,2,7,25.920547,1,1,2,0,0,0,36,0,0,0,0,0,.87
24,4,はりけ~んず,317,,259,1999,10,16,,0,0,0,-.055173725,0,,0,4,東京吉本,2,9,29.087671,1,0,6,0,0,0,16,0,0,0,0,0,.5
24,2,ｻｰﾋﾞｽﾊﾟﾝﾀﾞ,433,3,260,1999,10,16,,0,1,2,.74484527,1,,0,2,アミーパーク,2,3,25.942465,0,1,4,0,1,0,4,0,0,0,0,0,.75
25,1,ﾀｲﾑﾄﾗﾍﾞﾗｰ,353,4,261,1999,10,23,1,0,0,1,.32722944,1,,0,1,あ・うん,2,3,27.205479,0,1,4,1,0,0,1,0,0,0,0,0,.57999998
25,3,ﾁｮｰﾀﾞｲ,153,,262,1999,10,23,1,0,0,0,-1.1877213,0,,0,3,ホリプロ,2,1,20.189041,0,0,8,0,0,0,9,0,0,0,0,0,.13
25,5,ﾁｪｺ,153,,263,1999,10,23,1,0,0,1,-1.1877213,0,,0,5,プライムワン,2,2,26.268494,0,0,8,0,0,0,25,0,0,0,0,0,.13
25,7,ﾊﾟﾗｼｭｰﾄ部隊,265,,264,1999,10,23,1,0,0,0,-.33934885,0,,0,7,ワタナベ,2,0,20.882193,0,0,7,0,0,0,49,0,0,0,0,0,.38
25,9,ﾃﾂandﾄﾓ,425,1,265,1999,10,23,1,0,4,4,.87261164,1,,0,9,ニチエン→Ｊ．Ｍ．Ｐ→ニチエン,2,1,29.473972,0,1,3,0,0,0,81,0,0,0,0,0,.73000002
25,10,天然超ｽﾞ脳,321,,266,1999,10,23,1,0,0,3,.084837332,0,,0,10,Ｍ２,2,,22.734247,0,0,6,0,0,1,100,0,0,0,0,0,.5
25,8,ﾙｰﾄ33,509,2,267,1999,10,23,1,0,2,2,1.508891,1,,0,8,baseよしもと→東京吉本,2,4,25.726027,1,1,1,0,0,0,64,0,0,0,0,0,.92000002
25,6,矢野･兵動,453,5,268,1999,10,23,1,0,1,2,1.0847048,1,,0,6,よしもとクリエイティブ・エージェンシー,2,9,29.235617,1,1,2,0,0,0,36,0,0,0,0,0,.80000001
25,4,荒波部屋,137,,269,1999,10,23,1,0,0,1,-1.3089173,0,,0,4,松竹,2,3,23.942465,0,0,10,0,0,0,16,0,0,0,0,0,.1
25,2,前田健,329,3,270,1999,10,23,1,0,0,2,.14543535,1,,0,2,ケイダッシュ,1,4,28.378082,0,1,5,0,1,0,4,1,1,0,0,0,.51999998
26,1,ｱｸｼｬﾝ,421,4,271,1999,10,30,2,0,2,3,.74124557,1,,0,1,ワタナベ,2,4,25.441095,0,1,3,1,0,0,1,0,0,0,0,0,.73000002
26,3,ﾂｲﾝｶﾑ,485,6,272,1999,10,30,2,0,2,2,1.2803333,1,,0,3,東京吉本,2,6,25.975342,1,1,1,0,0,0,9,0,0,0,0,0,.87
26,5,ﾊﾞｶﾘｽﾞﾑ,165,,273,1999,10,30,2,0,4,5,-1.4151051,0,,0,5,マセキ,2,4,24.761644,0,0,9,0,0,0,25,0,0,0,0,0,.16
26,7,ｱﾒﾘｶｻﾞﾘｶﾞﾆ,457,1,274,1999,10,30,2,0,3,3,1.0444824,1,,0,7,松竹,2,5,26.915068,0,1,2,0,0,0,49,0,0,0,0,0,.81
26,9,Over Drive,369,3,275,1999,10,30,2,0,4,4,.30323681,1,,0,9,松竹,2,3,24.679453,0,1,4,0,0,0,81,0,0,0,0,0,.61000001
26,10,ﾉﾝｷｰｽﾞ,325,,276,1999,10,30,2,0,1,1,-.067385957,0,,0,10,太田,2,7,30,0,0,7,0,0,1,100,0,0,0,0,0,.50999999
26,8,号泣,345,5,277,1999,10,30,2,0,3,4,.10107894,1,,0,8,ホリプロ→ホリプロコム,2,3,22.10137,0,1,5,0,0,0,64,0,0,0,0,0,.56
26,6,ｱﾝｼﾞｬｯｼｭ,345,2,278,1999,10,30,2,0,3,4,.10107894,1,,0,6,人力舎,2,6,27.210958,0,1,5,0,0,0,36,0,0,0,0,0,.56
26,4,ｽﾐｽ夫人,309,,279,1999,10,30,2,0,0,0,-.20215788,0,,0,4,吉本興業,2,10,29.158905,1,0,8,0,0,0,16,0,0,0,0,0,.47999999
26,2,らんぶるふぃっしゅ,109,,280,1999,10,30,2,0,0,0,-1.8868068,0,,0,2,ＧＡＭＢＡ,2,7,34.863014,0,0,10,0,1,0,4,0,0,0,0,0,.039999999
27,1,陣内智則,537,3,281,1999,11,6,1,0,0,0,1.3173023,1,,1,1,baseよしもと→よしもとクリエイティブ・エージェンシー,1,4,25.720549,1,1,1,1,0,0,1,1,1,1,1,0,.98000002
27,3,北陽,457,4,282,1999,11,6,1,0,3,3,.72525638,1,,1,3,人力舎,2,4,25.380821,0,1,4,0,0,0,9,0,0,0,0,0,.81
27,5,ｱﾒﾘｶｻﾞﾘｶﾞﾆ,493,5,283,1999,11,6,1,0,4,4,.99167705,1,,1,5,松竹,2,5,26.934246,0,1,3,0,0,0,25,0,0,0,0,0,.88
27,7,ﾎｰﾑ･ﾁｰﾑ,149,,284,1999,11,6,1,0,4,4,-1.5541208,0,,1,7,マセキ,2,2,23.09041,0,0,10,0,0,0,49,0,0,0,0,0,.12
27,9,ｶﾁｺﾁｷｭｰﾋﾟｰ,245,,285,1999,11,6,1,0,0,2,-.84366554,0,,1,9,松竹,2,2,20.819178,0,0,8,0,0,0,81,0,0,0,0,0,.34
27,10,江戸むらさき,409,2,286,1999,11,6,1,0,4,5,.37002876,1,,1,10,ホリプロ→ホリプロコム,2,3,22.284931,0,1,5,0,0,1,100,0,0,0,0,0,.69999999
27,8,中川家,497,1,287,1999,11,6,1,0,2,2,1.0212793,1,,1,8,吉本興業→東京吉本,2,7,28.378082,1,1,2,0,0,0,64,0,0,0,0,0,.88999999
27,6,ﾓﾝｽﾀｰｽﾞ,261,,288,1999,11,6,1,0,1,1,-.72525638,0,,1,6,福岡吉本,2,3,23.424658,1,0,7,0,0,0,36,0,0,0,0,0,.37
27,4,満,297,,289,1999,11,6,1,0,0,0,-.45883566,0,,1,4,吉本興業,2,5,25.052055,1,0,6,0,0,0,16,0,0,0,0,0,.44999999
27,2,ﾀﾞﾌﾞﾙｺｾｶﾞﾚ,245,,290,1999,11,6,1,0,0,0,-.84366554,0,,1,2,ケーエープロダクション,2,0,20.463015,0,0,8,0,1,0,4,0,0,0,0,0,.34
28,1,りあるｷｯｽﾞ,449,3,291,1999,11,13,2,0,2,2,.91122073,1,,1,1,よしもとクリエイティブ・エージェンシー,2,3,14.227397,1,1,3,1,0,0,1,0,0,0,0,0,.79000002
28,3,COWCOW,477,1,292,1999,11,13,2,0,2,2,1.1334697,1,,1,3,baseよしもと→東京吉本,2,6,25.183561,1,1,2,0,0,0,9,0,0,0,0,0,.85000002
28,5,ますだおかだ,545,5,293,1999,11,13,2,0,4,4,1.6732172,1,,1,5,松竹,2,6,30.391781,0,1,1,0,0,0,25,0,0,0,0,0,1
28,7,DA-DA,209,,294,1999,11,13,2,0,0,0,-.99377054,0,,1,7,松竹,2,10,28.364384,0,0,10,0,0,0,49,0,0,0,0,0,.25999999
28,9,ｽｰﾌﾟﾚｯｸｽ,221,,295,1999,11,13,2,0,3,4,-.89852095,0,,1,9,太田,2,5,23.019178,0,0,8,0,0,0,81,0,0,0,0,0,.28
28,10,原田おさむ,213,,296,1999,11,13,2,0,0,0,-.96202064,0,,1,10,大滝エージェンシー→フリー→松竹→原田おさむ事務所,1,5,23.936987,0,0,9,0,0,1,100,1,1,0,0,0,.27000001
28,8,ｵｰｹｲ,293,4,297,1999,11,13,2,0,1,3,-.3270236,1,,1,8,松竹,2,5,27.021917,0,1,5,0,0,0,64,0,0,0,0,0,.44
28,6,いつもここから,417,2,298,1999,11,13,2,0,3,3,.65722185,1,,1,6,ワタナベ,2,2,25.671232,0,1,4,0,0,0,36,0,0,0,0,0,.72000003
28,4,ﾗｰﾒﾝｽﾞ,289,,299,1999,11,13,2,0,5,5,-.35877344,0,,1,4,田辺エージェンシー→トゥインクル,2,3,26.284931,0,0,6,0,0,0,16,0,0,0,0,0,.43000001
28,2,ﾊﾞｯﾄﾞﾎﾞｰｲｽﾞ,229,,300,1999,11,13,2,0,0,0,-.83502126,0,,1,2,福岡吉本→東京吉本,2,3,21.194521,1,0,7,0,1,0,4,0,0,0,0,0,.30000001
29,1,ﾙｰﾄ33,457,2,301,1999,11,20,1,0,3,3,1.3057121,1,,0,1,baseよしもと→東京吉本,2,4,25.80274,1,1,1,1,0,0,1,0,0,0,0,0,.81
29,3,ﾊﾝﾁﾝｸﾞ,109,,302,1999,11,20,1,0,0,0,-1.8150831,0,,0,3,ケイダッシュ,2,,24.150684,0,0,10,0,0,0,9,0,0,0,0,0,.039999999
29,5,ｼｬｶ,413,3,303,1999,11,20,1,0,2,3,.91112876,1,,0,5,ワタナベ,2,1,25.104109,0,1,2,0,0,0,25,0,0,0,0,0,.70999998
29,7,FUJIWARA,369,1,304,1999,11,20,1,0,2,2,.51654547,1,,0,7,baseよしもと→よしもとクリエイティブ・エージェンシー,2,10,28.835617,1,1,4,0,0,0,49,0,0,0,0,0,.61000001
29,9,ｴﾙｼｬﾗｶｰﾆ,149,,305,1999,11,20,1,0,0,1,-1.4563711,0,,0,9,THE NEWS→サンミュージック,2,2,24.682192,0,0,9,0,0,0,81,0,0,0,0,0,.12
29,10,坂道ｺﾛﾝﾌﾞｽ,393,5,306,1999,11,20,1,0,2,4,.73177272,1,,0,10,ホリプロ→ホリプロコム,2,5,30.20822,0,1,3,0,0,1,100,0,0,0,0,0,.66000003
29,8,ｽﾋﾟｰﾄﾞﾜｺﾞﾝ,293,,307,1999,11,20,1,0,0,0,-.1650075,0,,0,8,Ｍ２→ホリプロコム,2,1,26.539726,0,0,6,0,0,0,64,0,0,0,0,0,.44
29,6,ﾄﾞﾗﾝｸﾄﾞﾗｺﾞﾝ,353,4,308,1999,11,20,1,0,3,3,.37306064,1,,0,6,人力舎,2,3,25.986301,0,1,5,0,0,0,36,0,0,0,0,0,.57999998
29,4,003 MANIA,289,,309,1999,11,20,1,0,1,2,-.20087872,0,,0,4,京やプロダクション,3,4,27.419178,0,0,7,0,0,0,16,0,1,0,0,0,.43000001
29,2,ﾀﾞﾝﾃﾞｨ坂野,289,,310,1999,11,20,1,0,3,5,-.20087872,0,,0,2,サンミュージック,1,3,32.865753,0,0,7,0,1,0,4,1,1,0,0,0,.43000001
30,1,西岡すみこ,461,4,311,1999,11,27,2,0,0,0,.79221237,1,,0,1,太田→ワタナベ,1,4,25.041096,0,1,4,1,0,0,1,1,1,1,1,0,.81
30,3,ｽﾄﾛﾝｸﾞ･ﾏｲﾏｲｽﾞ,305,,312,1999,11,27,2,0,1,3,-.37368509,0,,0,3,マセキ,2,1,22.268494,0,0,6,0,0,0,9,0,0,0,0,0,.47
30,5,DonDokoDon,505,5,313,1999,11,27,2,0,4,4,1.1210552,1,,0,5,東京吉本,2,5,31.016438,1,1,1,0,0,0,25,0,0,0,0,0,.91000003
30,7,ｶﾝﾆﾝｸﾞ,157,,314,1999,11,27,2,0,0,0,-1.479793,0,,0,7,福岡吉本→ワタナベ→サンミュージック→フリーフォークス→サンミュージック,2,7,28.572603,1,0,10,0,0,0,49,0,0,0,0,0,.14
30,9,ｹﾞｯﾄｽﾏｲﾙｽﾞ,269,,315,1999,11,27,2,0,0,0,-.64273834,0,,0,9,人力舎,2,,22.769863,0,0,8,0,0,0,81,0,0,0,0,0,.38999999
30,10,ますだおかだ,477,1,316,1999,11,27,2,0,5,5,.91179162,1,,0,10,松竹,2,6,30.430138,0,1,2,0,0,1,100,0,0,0,0,0,.85000002
30,8,底ぬけAIR-LINE,281,,317,1999,11,27,2,0,4,4,-.55305392,0,,0,8,Ｍ２→ホリプロコム,2,8,26.446575,0,0,7,0,0,0,64,0,0,0,0,0,.41999999
30,6,長井秀和,465,2,318,1999,11,27,2,0,0,0,.8221072,1,,0,6,M2→タイタン,1,7,29.917809,0,1,3,0,0,0,36,1,1,0,0,0,.81999999
30,4,中川家,461,3,319,1999,11,27,2,0,3,3,.79221237,1,,0,4,吉本興業→東京吉本,2,7,28.435616,1,1,4,0,0,0,16,0,0,0,0,0,.81
30,2,ﾏｲﾏｲｶﾌﾞﾘ,169,,320,1999,11,27,2,0,2,3,-1.3901085,0,,0,2,ホリプロ,2,3,24.049314,0,0,9,0,1,0,4,0,0,0,0,0,.17
31,1,じゃぴょん,365,4,321,1999,12,4,1,0,0,0,.55178028,1,,0,1,東京吉本,2,5,26.687672,1,1,3,1,0,0,1,0,0,0,0,0,.60000002
31,3,ｼｬｶ,429,1,322,1999,12,4,1,0,3,4,1.1779139,1,,0,3,ワタナベ,2,1,25.142466,0,1,2,0,0,0,9,0,0,0,0,0,.74000001
31,5,ﾕﾘｵｶ超特Q,333,2,323,1999,12,4,1,0,2,3,.23871341,1,,0,5,人力舎→アッシュ＆ディ・コーポレーション→オイコーポレーション→クリエ→トップ・カラー,1,5,31.69589,0,1,4,0,0,0,25,1,1,0,0,0,.52999997
31,7,号泣,497,5,324,1999,12,4,1,0,4,5,1.843181,1,,0,7,ホリプロ→ホリプロコム,2,3,22.19726,0,1,1,0,0,0,49,0,0,0,0,0,.88999999
31,9,やるせなす,265,,325,1999,12,4,1,0,4,4,-.42655364,0,,0,9,ワタナベ,2,5,24.728767,0,0,7,0,0,0,81,0,0,0,0,0,.38
31,10,矢野･兵動,289,,326,1999,12,4,1,0,2,3,-.19175351,0,,0,10,よしもとクリエイティブ・エージェンシー,2,9,29.350685,1,0,6,0,0,1,100,0,0,0,0,0,.43000001
31,8,西岡すみこ,237,,327,1999,12,4,1,0,1,1,-.70048714,0,,0,8,太田→ワタナベ,1,4,25.060274,0,0,8,0,0,0,64,1,1,0,0,0,.31999999
31,6,友池中林,169,,328,1999,12,4,1,0,0,0,-1.3657541,0,,0,6,THE NEWS,2,2,21.09589,0,0,10,0,0,0,36,0,0,0,0,0,.17
31,4,ﾈｷﾞねこ調査隊,193,,329,1999,12,4,1,0,0,0,-1.130954,0,,0,4,マセキ,2,2,27.931507,0,0,9,0,0,0,16,0,0,0,0,0,.22
31,2,Over Drive,309,3,330,1999,12,4,1,0,5,5,.0039132759,1,,0,2,松竹,2,3,24.775343,0,1,5,0,1,0,4,0,0,0,0,0,.47999999
32,1,ｱﾝｼﾞｬｯｼｭ,473,1,331,1999,12,11,2,0,4,5,1.1095774,1,,0,1,人力舎,2,6,27.326027,0,1,1,1,0,0,1,0,0,0,0,0,.83999997
32,3,ﾗｰﾒﾝｽﾞ,461,5,332,1999,12,11,2,0,5,6,1.0052284,1,.83333331,0,3,田辺エージェンシー→トゥインクル,2,3,26.361645,0,1,2,0,0,0,9,0,0,0,0,0,.81
32,5,ﾂｲﾝｶﾑ,461,3,333,1999,12,11,2,0,3,3,1.0052284,1,,0,5,東京吉本,2,6,26.09041,1,1,2,0,0,0,25,0,0,0,0,0,.81
32,7,怪人社,365,2,334,1999,12,11,2,0,0,0,.1704367,1,,0,7,オフィス★怪人社,3,3,25.572603,0,1,5,0,0,0,49,0,1,0,0,0,.60000002
32,9,火災報知器,333,,335,1999,12,11,2,0,2,2,-.10782722,0,,0,9,太田,2,1,18.969864,0,0,6,0,0,0,81,0,0,0,0,0,.52999997
32,10,ｷｯｺﾘｰｽﾞ,117,,336,1999,12,11,2,0,0,0,-1.9861087,0,,0,10,ヨギプロ,2,,31.093151,0,0,10,0,0,1,100,0,0,0,0,0,.050000001
32,8,ﾊﾟｯｸﾝﾏｯｸﾝ,245,,337,1999,12,11,2,0,1,1,-.87305295,0,,0,8,ハブマーシー,2,2,27.90959,0,0,9,0,0,0,64,0,0,0,0,0,.34
32,6,海原やすよ ともこ,281,,338,1999,12,11,2,0,3,3,-.56000608,0,,0,6,よしもとクリエイティブ・エージェンシー,2,7,26.073973,1,0,8,0,0,0,36,0,0,0,0,0,.41999999
