program_no,order,name,score,oaorder,id,year,month,day,recordnumber,record_onlyoneprogram,oatimes,participation,standscore,oadummy,oaratio,localdummy,perform_order_temp,company,number_members,career,age,yoshimotodummy,topfive,ranking,first,second,last,ordersq,pin,nocombi,pinfirst,nocombifirst,time,vote
91,2,ｻｰﾋﾞｽﾊﾟﾝﾀﾞ,169,,930,2001,6,9,,0,4,9,-1.2040099,0,.44444445,0,2,アミーパーク,2,5,27.591782,0,0,9,0,1,0,4,0,0,0,0,0,.18000001
92,1,ｽﾏｲﾘｰｷｸﾁ,405,1,931,2001,6,16,,0,3,5,.87258583,1,,0,1,太田,1,7,29.435616,0,1,2,1,0,0,1,1,1,1,1,0,.69
92,3,ｴﾚｷｺﾐｯｸ,273,,932,2001,6,16,,0,2,4,-.18997262,0,,0,3,田辺エージェンシー→トゥインクル,2,4,26.169863,0,0,7,0,0,0,9,0,0,0,0,0,.40000001
92,5,ﾛﾋﾞﾝﾌｯﾄ,341,5,933,2001,6,16,,0,0,0,.35740596,1,,0,5,ワタナベ→NEET PROJECT,2,1,25.183561,0,1,5,0,0,0,25,0,0,0,0,0,.55000001
92,7,ﾚｷﾞｭﾗｰ,281,,934,2001,6,16,,0,0,0,-.12557514,0,,0,7,baseよしもと→東京吉本,2,3,21.980822,1,0,6,0,0,0,49,0,0,0,0,0,.41999999
92,9,友池中林,93,,935,2001,6,16,,0,0,3,-1.6389159,0,,0,9,THE NEWS,2,4,22.630136,0,0,10,0,0,0,81,0,0,0,0,0,.0099999998
92,10,田上よしえ,505,2,936,2001,6,16,,0,6,7,1.6775544,1,.85714287,0,10,人力舎,1,3,28.49589,0,1,1,0,0,1,100,1,1,0,0,0,.91000003
92,8,海原やすよ ともこ,353,4,937,2001,6,16,,0,5,6,.4540022,1,.83333331,0,8,よしもとクリエイティブ・エージェンシー,2,9,27.589041,1,1,4,0,0,0,64,0,0,0,0,0,.57999998
92,6,北京ｹﾞﾝｼﾞ,229,,938,2001,6,16,,0,2,7,-.54415876,0,.2857143,0,6,オフィス北野,2,7,27.547945,0,0,8,0,0,0,36,0,0,0,0,0,.31
92,4,ﾀﾞﾌﾞﾙﾌﾞｯｷﾝｸﾞ,129,,939,2001,6,16,,0,0,1,-1.3491273,0,,0,4,ホリプロ→ホリプロコム,2,3,26.134247,0,0,9,0,0,0,16,0,0,0,0,0,.090000004
92,2,どｰよ,357,3,940,2001,6,16,,0,5,6,.48620093,1,.83333331,0,2,Ｋ－ＭＡＣ→サンミュージック,2,5,31.873972,0,1,3,0,1,0,4,0,0,0,0,0,.58999997
93,1,足軽ｴﾝﾍﾟﾗｰ,273,,941,2001,6,23,1,0,0,0,-.88297027,0,,1,1,baseよしもと,2,1,23.021917,1,0,8,1,0,0,1,0,0,0,0,0,.40000001
93,3,ｷﾞｬﾙｿﾝｽﾞ,141,,942,2001,6,23,1,0,0,0,-1.9017822,0,,1,3,人力舎→ワタナベ,3,0,24.69589,0,0,10,0,0,0,9,0,1,0,0,0,.11
93,5,ﾀｶｱﾝﾄﾞﾄｼ,469,3,943,2001,6,23,1,0,0,0,.62981105,1,,1,5,札幌吉本→東京吉本,2,7,25.093151,1,1,4,0,0,0,25,0,0,0,0,0,.82999998
93,7,Over Drive,213,,944,2001,6,23,1,0,8,11,-1.3460666,0,.72727275,1,7,松竹,2,5,26.328768,0,0,9,0,0,0,49,0,0,0,0,0,.27000001
93,9,ｱﾝﾀｯﾁｬﾌﾞﾙ,469,4,945,2001,6,23,1,0,9,10,.62981105,1,.89999998,1,9,人力舎,2,7,25.70685,0,1,4,0,0,0,81,0,0,0,0,0,.82999998
93,10,ﾗｰﾒﾝｽﾞ,509,2,946,2001,6,23,1,0,12,14,.93854189,1,.85714287,1,10,田辺エージェンシー→トゥインクル,2,5,27.895891,0,1,1,0,0,1,100,0,0,0,0,0,.92000002
93,8,品川庄司,473,1,947,2001,6,23,1,0,4,5,.66068411,1,,1,8,東京吉本,2,6,27.334246,1,1,2,0,0,0,64,0,0,0,0,0,.83999997
93,6,江戸むらさき,449,,948,2001,6,23,1,0,10,11,.4754456,0,.90909094,1,6,ホリプロ→ホリプロコム,2,5,23.915068,0,0,6,0,0,0,36,0,0,0,0,0,.79000002
93,4,ﾀﾞﾝﾃﾞｨ坂野,405,,949,2001,6,23,1,0,4,12,.13584162,0,.33333334,1,4,サンミュージック,1,5,34.457535,0,0,7,0,0,0,16,1,1,0,0,0,.69
93,2,ﾉﾝｷｰｽﾞ,473,5,950,2001,6,23,1,0,3,6,.66068411,1,.5,1,2,太田,2,9,31.649315,0,1,2,0,1,0,4,0,0,0,0,0,.83999997
94,1,ﾌﾟﾗｽﾄﾞﾗｲﾊﾞｰ,489,5,951,2001,6,30,2,0,10,12,1.0033492,1,.83333331,1,1,あ・うん,3,5,28.810959,0,1,2,1,0,0,1,0,1,0,1,0,.88
94,3,おぎやはぎ,329,,952,2001,6,30,2,0,8,9,-.60845661,0,.8888889,1,3,フリー→人力舎,2,6,29.857534,0,0,7,0,0,0,9,0,0,0,0,0,.52999997
94,5,長谷川雅紀,385,,953,2001,6,30,2,0,0,0,-.044324599,0,,1,5,札幌吉本→東京吉本,1,1,29.939726,1,0,6,0,0,0,25,1,1,0,0,0,.64999998
94,7,海原やすよ ともこ,309,,954,2001,6,30,2,0,6,7,-.80993235,0,.85714287,1,7,よしもとクリエイティブ・エージェンシー,2,9,27.627398,1,0,8,0,0,0,49,0,0,0,0,0,.47999999
94,9,ﾊﾞﾅﾅﾏﾝ,457,2,955,2001,6,30,2,0,5,7,.68098801,1,.71428573,1,9,Ｍ２→ホリプロコム,2,7,28.676712,0,1,4,0,0,0,81,0,0,0,0,0,.81
94,10,ｼｬｶ,277,,956,2001,6,30,2,0,7,12,-1.1322936,0,.58333331,1,10,ワタナベ,2,3,26.715069,0,0,9,0,0,1,100,0,0,0,0,0,.41
94,8,ﾋﾞﾀﾐﾝC,485,3,957,2001,6,30,2,0,0,0,.96305406,1,,1,8,札幌吉本→東京吉本,2,1,23.972603,1,1,3,0,0,0,64,0,0,0,0,0,.87
94,6,はなわ,433,4,958,2001,6,30,2,0,6,9,.43921715,1,.66666669,1,6,ケイダッシュ,1,5,24.961643,0,1,5,0,0,0,36,1,1,0,0,0,.75
94,4,ﾊﾚﾙﾔ,225,,959,2001,6,30,2,0,0,1,-1.6561304,0,,1,4,ワンフォールウェスト→フリー→マセキ,2,4,25.049314,0,0,10,0,0,0,16,0,0,0,0,0,.30000001
94,2,ｱﾒﾘｶｻﾞﾘｶﾞﾆ,505,1,960,2001,6,30,2,0,12,12,1.1645298,1,1,1,2,松竹,2,7,28.583561,0,1,1,0,1,0,4,0,0,0,0,0,.91000003
95,1,ﾀﾞｲﾉｼﾞ,521,2,961,2001,7,7,1,0,7,9,1.066987,1,.77777779,1,1,東京吉本,2,7,29.049314,1,1,1,1,0,0,1,0,0,0,0,0,.94999999
95,3,18KIN,381,,962,2001,7,7,1,0,4,8,-.19465312,0,.5,1,3,ワタナベ,2,4,27.739725,0,0,7,0,0,0,9,0,0,0,0,0,.63999999
95,5,ﾃﾂandﾄﾓ,457,1,963,2001,7,7,1,0,11,12,.4902373,1,.91666669,1,5,ニチエン→Ｊ．Ｍ．Ｐ→ニチエン,2,3,31.180822,0,1,5,0,0,0,25,0,0,0,0,0,.81
95,7,坂道ｺﾛﾝﾌﾞｽ,309,,964,2001,7,7,1,0,9,14,-.84349668,0,.64285713,1,7,ホリプロ→ホリプロコム,2,7,31.838356,0,0,8,0,0,0,49,0,0,0,0,0,.47999999
95,9,田上よしえ,513,3,965,2001,7,7,1,0,7,8,.99489337,1,.875,1,9,人力舎,1,3,28.553425,0,1,2,0,0,0,81,1,1,0,0,0,.93000001
95,10,ｲﾇがﾆｬｰと泣いた日,433,,966,2001,7,7,1,0,1,2,.27395612,0,,1,10,イヌがニャーと泣いた日プロジェクト→NEET PROJECT[2005年4月～],6,1,22.80274,0,0,6,0,0,1,100,0,1,0,0,0,.75
95,8,ﾕﾘｵｶ超特Q,469,5,967,2001,7,7,1,0,9,11,.59837788,1,.81818181,1,8,人力舎→アッシュ＆ディ・コーポレーション→オイコーポレーション→クリエ→トップ・カラー,1,7,33.28767,0,1,4,0,0,0,64,1,1,0,0,0,.82999998
95,6,火災報知器,233,,968,2001,7,7,1,0,4,6,-1.5283871,0,.66666669,1,6,太田,2,3,20.542465,0,0,9,0,0,0,36,0,0,0,0,0,.31999999
95,4,どｰよ,225,,969,2001,7,7,1,0,6,7,-1.6004808,0,.85714287,1,4,Ｋ－ＭＡＣ→サンミュージック,2,5,31.931507,0,0,10,0,0,0,16,0,0,0,0,0,.30000001
95,2,陣内智則,485,4,970,2001,7,7,1,0,7,7,.74256533,1,1,1,2,baseよしもと→よしもとクリエイティブ・エージェンシー,1,6,27.389042,1,1,3,0,1,0,4,1,1,0,0,0,.87
96,1,ｱﾙﾌｧﾙﾌｧ,465,5,971,2001,7,14,2,0,8,11,.69410694,1,.72727275,1,1,人力舎,2,6,27.136986,0,1,5,1,0,0,1,0,0,0,0,0,.81999999
96,3,ﾏｷﾞｰ審司,485,2,972,2001,7,14,2,0,5,5,.83871251,1,,1,3,マセキ,1,7,27.690411,0,1,3,0,0,0,9,1,1,0,0,0,.87
96,5,ﾊﾟﾍﾟｯﾄﾏﾍﾟｯﾄ,337,,973,2001,7,14,2,0,4,6,-.23136897,0,.66666669,1,5,時田３０１→フリー→パペットマペットプロジェクト→POP One[個人事務所],1,3,23.816439,0,0,7,0,0,0,25,1,1,0,0,0,.54000002
96,7,ﾌｯﾄﾎﾞｰﾙｱﾜｰ,349,,974,2001,7,14,2,0,1,4,-.14460561,0,,1,7,baseよしもと→よしもとクリエイティブ・エージェンシー,2,2,26.336987,1,0,6,0,0,0,49,0,0,0,0,0,.56999999
96,9,ﾌﾞﾗｯｸﾏﾖﾈｰｽﾞ,197,,975,2001,7,14,2,0,0,1,-1.2436082,0,,1,9,baseよしもと→よしもとクリエイティブ・エージェンシー,2,3,28.054794,1,0,9,0,0,0,81,0,0,0,0,0,.23999999
96,10,いつもここから,509,3,976,2001,7,14,2,0,9,11,1.0122392,1,.81818181,1,10,ワタナベ,2,4,27.339725,0,1,1,0,0,1,100,0,0,0,0,0,.92000002
96,8,ｵﾚたち定食,213,,977,2001,7,14,2,0,0,0,-1.1279237,0,,1,8,ティーライズ,1,,25.082191,0,0,8,0,0,0,64,1,1,0,0,0,.27000001
96,6,ますだおかだ,469,4,978,2001,7,14,2,0,12,12,.72302806,1,1,1,6,松竹,2,8,32.060272,0,1,4,0,0,0,36,0,0,0,0,0,.82999998
96,4,ﾊﾘｶﾞﾈﾛｯｸ,509,1,979,2001,7,14,2,0,7,7,1.0122392,1,1,1,4,baseよしもと→東京吉本,2,6,28.608219,1,1,1,0,0,0,16,0,0,0,0,0,.92000002
96,2,ﾎﾟﾌﾟﾗ並木,157,,980,2001,7,14,2,0,0,1,-1.5328195,0,,1,2,ホリプロ,2,3,25.457535,0,0,10,0,1,0,4,0,0,0,0,0,.15000001
98,1,ﾏﾝﾌﾞﾙｺﾞｯﾁ,385,5,981,2001,7,28,,0,2,6,.60420293,1,.33333334,0,1,人力舎,2,6,24.882193,0,1,4,1,0,0,1,0,0,0,0,0,.64999998
98,3,青空,145,,982,2001,7,28,,0,0,2,-1.5158076,0,,0,3,baseよしもと→よしもとクリエイティブ・エージェンシー,2,4,23.594521,1,0,9,0,0,0,9,0,0,0,0,0,.12
98,5,柳家喬太郎,229,,983,2001,7,28,,0,0,1,-.77380389,0,,0,5,落語協会,1,12,37.684933,0,0,8,0,0,0,25,1,1,0,0,0,.31
98,7,ｼｬｶ,353,6,984,2001,7,28,,0,7,13,.32153487,1,.53846157,0,7,ワタナベ,2,3,26.79178,0,1,5,0,0,0,49,0,0,0,0,0,.57999998
98,9,熊本ｷﾘﾝ,133,,985,2001,7,28,,0,0,0,-1.6218081,0,,0,9,プライムワン,2,0,28.449314,0,0,10,0,0,0,81,0,0,0,0,0,.1
98,10,粋なり,401,2,986,2001,7,28,,0,3,5,.74553698,1,,0,10,ケイダッシュステージ,2,2,26.254795,0,1,3,0,0,1,100,0,0,0,0,0,.68000001
98,8,だいたひかる,293,,987,2001,7,28,,0,0,1,-.20846775,0,,0,8,ホリプロ→フリー→代官山プロダクション→フリー→東京吉本,1,3,26.194521,1,0,7,0,0,0,64,1,1,0,0,0,.44999999
98,6,青木さやか,453,3,988,2001,7,28,,0,0,1,1.2048726,1,,0,6,フリー→ディクターランド,1,2,28.356165,0,1,1,0,0,0,36,1,1,0,0,0,.80000001
98,4,号泣,421,1,989,2001,7,28,,0,10,12,.92220449,1,.83333331,0,4,ホリプロ→ホリプロコム,2,5,23.846575,0,1,2,0,0,0,16,0,0,0,0,0,.73000002
98,2,博多 華丸･大吉,353,4,990,2001,7,28,,0,6,6,.32153487,1,1,0,2,福岡吉本[1期生]→東京吉本[2005年4月～],2,11,30.865753,1,1,5,0,1,0,4,0,0,0,0,0,.57999998
99,1,ｴﾙｼｬﾗｶｰﾆ,305,,991,2001,8,4,1,0,0,2,-.35767829,0,,0,1,THE NEWS→サンミュージック,2,4,26.389042,0,0,7,1,0,0,1,0,0,0,0,0,.47
99,3,江戸むらさき,437,5,992,2001,8,4,1,0,10,12,.75584865,1,.83333331,0,3,ホリプロ→ホリプロコム,2,5,24.030136,0,1,3,0,0,0,9,0,0,0,0,0,.75999999
99,5,ﾍﾟﾅﾙﾃｨ,445,2,993,2001,8,4,1,0,1,1,.82333511,1,,0,5,東京吉本,2,7,29.723288,1,1,2,0,0,0,25,0,0,0,0,0,.77999997
99,7,ますだおかだ,409,3,994,2001,8,4,1,0,13,13,.51964599,1,1,0,7,松竹,2,8,32.117809,0,1,5,0,0,0,49,0,0,0,0,0,.69999999
99,9,長井秀和,461,6,995,2001,8,4,1,0,2,4,.9583081,1,,0,9,M2→タイタン,1,9,31.60548,0,1,1,0,0,0,81,1,1,0,0,0,.81999999
99,10,ﾊﾟﾊﾟﾛｱ,281,,996,2001,8,4,1,0,0,1,-.56013775,0,,0,10,田辺エージェンシー→トゥインクル,2,6,24.780823,0,0,8,0,0,1,100,0,0,0,0,0,.41999999
99,8,おぎやはぎ,409,1,997,2001,8,4,1,0,8,10,.51964599,1,.80000001,0,8,フリー→人力舎,2,6,29.953424,0,1,5,0,0,0,64,0,0,0,0,0,.69999999
99,6,ｻﾊﾞﾝﾅ,209,,998,2001,8,4,1,0,1,3,-1.1675161,0,,0,6,baseよしもと→よしもとクリエイティブ・エージェンシー,2,7,26.276712,1,0,9,0,0,0,36,0,0,0,0,0,.25999999
99,4,ﾄｯﾌﾟﾘｰﾄﾞ,105,,999,2001,8,4,1,0,0,0,-2.0448403,0,,0,4,太田,2,3,19.827396,0,0,10,0,0,0,16,0,0,0,0,0,.039999999
99,2,ﾏｲﾏｲｶﾌﾞﾘ,413,4,1000,2001,8,4,1,0,3,9,.55338919,1,.33333334,0,2,ホリプロ,2,5,25.736986,0,1,4,0,1,0,4,0,0,0,0,0,.70999998
97,1,ｱﾝｼﾞｬｯｼｭ,465,5,1001,2001,9,1,1,1,9,11,1.0108076,1,.81818181,0,1,人力舎,2,8,29.052055,0,1,2,1,0,0,1,0,0,0,0,0,.81999999
97,3,ｽﾄﾛﾝｸﾞ･ﾏｲﾏｲｽﾞ,101,,1002,2001,9,1,1,1,2,6,-1.7025696,0,.33333334,0,3,マセキ,2,3,24.032877,0,0,10,0,0,0,9,0,0,0,0,0,.029999999
97,5,あばれﾇﾝﾁｬｸ,385,4,1003,2001,9,1,1,1,2,4,.41446096,1,,0,5,石井光三オフィス,2,2,25.065754,0,1,5,0,0,0,25,0,0,0,0,0,.64999998
97,7,飛石連休,249,,1004,2001,9,1,1,1,3,4,-.59932834,0,,0,7,サンミュージック,2,1,25.895891,0,0,8,0,0,0,49,0,0,0,0,0,.34999999
97,9,立川笑志,281,,1005,2001,9,1,1,1,0,3,-.36078969,0,,0,9,立川流,1,13,37.736988,0,0,6,0,0,0,81,1,1,0,0,0,.41999999
97,10,ｲﾇがﾆｬｰと泣いた日,421,2,1006,2001,9,1,1,1,1,3,.68281698,1,,0,10,イヌがニャーと泣いた日プロジェクト→NEET PROJECT[2005年4月～],6,1,22.956165,0,1,4,0,0,1,100,0,1,0,0,0,.73000002
97,8,ﾋﾞｯｷｰｽﾞ,265,,1007,2001,9,1,1,1,1,3,-.480059,0,,0,8,baseよしもと→吉本興業,2,5,29.578083,1,0,7,0,0,0,64,0,0,0,0,0,.38999999
97,6,ｻﾞﾌﾞﾝｸﾞﾙ,177,,1008,2001,9,1,1,1,3,4,-1.1360403,0,,0,6,ワタナベ,2,2,25.736986,0,0,9,0,0,0,36,0,0,0,0,0,.19
97,4,ﾆﾌﾞﾝﾉｺﾞ!,449,1,1009,2001,9,1,1,1,1,1,.89153832,1,,0,4,東京吉本,3,4,24.013699,1,1,3,0,0,0,16,0,1,0,0,0,.79000002
97,2,ｲﾝｽﾀﾝﾄｼﾞｮﾝｿﾝ,501,3,1010,2001,9,1,1,1,2,6,1.2791636,1,.33333334,0,2,太田,3,4,29.539726,0,1,1,0,1,0,4,0,1,0,0,0,.89999998
100,1,村田渚,301,,1011,2001,9,8,2,0,2,2,-.22830887,0,,0,1,フリー→ホリプロ→ホリプロコム→フリー,1,1,30.134247,0,0,6,1,0,0,1,1,1,1,1,0,.46000001
100,3,ﾏｷﾞｰ審司,457,1,1012,2001,9,8,2,0,6,6,1.6661702,1,1,0,3,マセキ,1,7,27.843836,0,1,1,0,0,0,9,1,1,0,0,0,.81
100,5,ﾀｶｱﾝﾄﾞﾄｼ,349,2,1013,2001,9,8,2,0,1,1,.35460776,1,,0,5,札幌吉本→東京吉本,2,7,25.30411,1,1,5,0,0,0,25,0,0,0,0,0,.56999999
100,7,磁石,381,5,1014,2001,9,8,2,0,1,3,.74321884,1,,0,7,三木プロダクション→フリー[2008年4月～]→ホリプロコム[2008年6月～],2,1,21.583561,0,1,3,0,0,0,49,0,0,0,0,0,.63999999
100,9,ﾊﾞｶﾘｽﾞﾑ,385,3,1015,2001,9,8,2,0,7,14,.79179525,1,.5,0,9,マセキ,2,6,26.621918,0,1,2,0,0,0,81,0,0,0,0,0,.64999998
100,10,ﾊﾟｯｸﾝﾏｯｸﾝ,269,,1016,2001,9,8,2,0,5,6,-.61691993,0,.83333331,0,10,ハブマーシー,2,4,29.654795,0,0,8,0,0,1,100,0,0,0,0,0,.38999999
100,8,ｷｬﾝ×ｷｬﾝ,181,,1017,2001,9,8,2,0,1,2,-1.6856005,0,,0,8,オリジン→ヴィジョンファクトリー,2,2,23.200001,0,0,10,0,0,0,64,0,0,0,0,0,.2
100,6,ｷﾝｸﾞｵﾌﾞｺﾒﾃﾞｨ,361,4,1018,2001,9,8,2,0,0,0,.50033695,1,,0,6,人力舎,2,1,26.610958,0,1,4,0,0,0,36,0,0,0,0,0,.60000002
100,4,坂道ｺﾛﾝﾌﾞｽ,229,,1019,2001,9,8,2,0,9,15,-1.1026838,0,.60000002,0,4,ホリプロ→ホリプロコム,2,7,32.01096,0,0,9,0,0,0,16,0,0,0,0,0,.31
100,2,ﾛｻﾞﾝ,285,,1020,2001,9,8,2,0,1,2,-.42261443,0,,0,2,baseよしもと→よしもとクリエイティブ・エージェンシー,2,5,25.139727,1,0,7,0,1,0,4,0,0,0,0,0,.43000001
101,1,ﾁｮｰﾀﾞｲ,461,3,1021,2001,9,22,1,0,0,2,.77173543,1,,0,1,ホリプロ,2,3,22.10685,0,1,2,1,0,0,1,0,0,0,0,0,.81999999
101,3,ﾀﾞｲﾉｼﾞ,461,5,1022,2001,9,22,1,0,8,10,.77173543,1,.80000001,0,3,東京吉本,2,7,29.260275,1,1,2,0,0,0,9,0,0,0,0,0,.81999999
101,5,18KIN,325,,1023,2001,9,22,1,0,4,9,-.2413535,0,.44444445,0,5,ワタナベ,2,4,27.950686,0,0,7,0,0,0,25,0,0,0,0,0,.51999998
101,7,ﾌﾞﾛｰﾄﾞｷｬｽﾄ,245,,1024,2001,9,22,1,0,1,3,-.83728814,0,,0,7,吉本東海→東京吉本,2,1,22.153425,1,0,8,0,0,0,49,0,0,0,0,0,.34
101,9,星野卓也,405,4,1025,2001,9,22,1,0,0,0,.35458118,1,,0,9,マセキ,1,1,24.569862,0,1,5,0,0,0,81,1,1,0,0,0,.69
101,10,ｱﾝﾀｯﾁｬﾌﾞﾙ,517,1,1026,2001,9,22,1,0,10,11,1.1888897,1,.90909094,0,10,人力舎,2,7,25.956165,0,1,1,0,0,1,100,0,0,0,0,0,.94
101,8,ﾊﾟﾍﾟｯﾄﾏﾍﾟｯﾄ,397,,1027,2001,9,22,1,0,4,7,.29498771,0,.5714286,0,8,時田３０１→フリー→パペットマペットプロジェクト→POP One[個人事務所],1,3,24.008219,0,0,6,0,0,0,64,1,1,0,0,0,.68000001
101,6,ｵｰｹｲ,121,,1028,2001,9,22,1,0,2,7,-1.7609869,0,.2857143,0,6,松竹,2,7,28.882193,0,0,10,0,0,0,36,0,0,0,0,0,.07
101,4,ｽﾏｲﾘｰｷｸﾁ,461,2,1029,2001,9,22,1,0,4,6,.77173543,1,.66666669,0,4,太田,1,7,29.704109,0,1,2,0,0,0,16,1,1,0,0,0,.81999999
101,2,ｼﾞｪｯﾄ★ｷｯｽﾞ,181,,1030,2001,9,22,1,0,1,3,-1.3140359,0,,0,2,Ｍ２,2,7,24.443836,0,0,9,0,1,0,4,0,0,0,0,0,.2
102,1,ｽﾊﾟﾛｰｽﾞ,237,,1031,2001,9,29,2,0,0,3,-.52333617,0,,0,1,福岡吉本→ワタナベ→フリー→浅井企画,2,6,24.887671,1,0,7,1,0,0,1,0,0,0,0,0,.31999999
102,3,ﾎｰﾑ･ﾁｰﾑ,473,5,1032,2001,9,29,2,0,11,14,1.2718289,1,.78571427,0,3,マセキ,2,4,24.98904,0,1,1,0,0,0,9,0,0,0,0,0,.83999997
102,5,ﾗｲｾﾝｽ,233,,1033,2001,9,29,2,0,1,1,-.55376267,0,,0,5,baseよしもと→東京吉本,2,5,23.863014,1,0,8,0,0,0,25,0,0,0,0,0,.31999999
102,7,あくび虫,93,,1034,2001,9,29,2,0,2,3,-1.6186911,0,,0,7,松竹,2,3,28.065754,0,0,10,0,0,0,49,0,0,0,0,0,.0099999998
102,9,ﾗﾝﾃﾞｨｰｽﾞ,373,2,1035,2001,9,29,2,0,5,7,.51116574,1,.71428573,0,9,baseよしもと→よしもとクリエイティブ・エージェンシー,2,6,26.183561,1,1,4,0,0,0,81,0,0,0,0,0,.62
102,10,ｼﾞｸﾞｻﾞｸﾞ,105,,1036,2001,9,29,2,0,0,2,-1.5274116,0,,0,10,フリー,2,,23,0,0,9,0,0,1,100,0,0,0,0,0,.039999999
102,8,ﾃﾂandﾄﾓ,421,1,1037,2001,9,29,2,0,12,13,.87628406,1,.92307693,0,8,ニチエン→Ｊ．Ｍ．Ｐ→ニチエン,2,3,31.410959,0,1,2,0,0,0,64,0,0,0,0,0,.73000002
102,6,ｱﾒﾃﾞｵ,381,4,1038,2001,9,29,2,0,4,4,.5720188,1,,0,6,人力舎,2,3,23.843836,0,1,3,0,0,0,36,0,0,0,0,0,.63999999
102,4,福田哲平,369,,1039,2001,9,29,2,0,2,3,.48073921,0,,0,4,あ・うん,1,4,23.769863,0,0,6,0,0,0,16,1,1,0,0,0,.61000001
102,2,ｽﾋﾟｰﾄﾞﾜｺﾞﾝ,373,3,1040,2001,9,29,2,0,3,6,.51116574,1,.5,0,2,Ｍ２→ホリプロコム,2,3,28.4,0,1,4,0,1,0,4,0,0,0,0,0,.62
103,1,ﾌﾟﾗｽﾄﾞﾗｲﾊﾞｰ,505,1,1041,2001,10,6,1,0,11,13,1.222123,1,.84615386,0,1,あ・うん,3,5,29.079453,0,1,1,1,0,0,1,0,1,0,1,0,.91000003
103,3,$10,437,2,1042,2001,10,6,1,0,5,5,.71906996,1,,0,3,baseよしもと→よしもとクリエイティブ・エージェンシー,2,7,29.30411,1,1,3,0,0,0,9,0,0,0,0,0,.75999999
103,5,はなわ,437,3,1043,2001,10,6,1,0,7,10,.71906996,1,.69999999,0,5,ケイダッシュ,1,5,25.230137,0,1,3,0,0,0,25,1,1,0,0,0,.75999999
103,7,ﾕﾘｵｶ超特Q,433,5,1044,2001,10,6,1,0,10,12,.68947864,1,.83333331,0,7,人力舎→アッシュ＆ディ・コーポレーション→オイコーポレーション→クリエ→トップ・カラー,1,7,33.536987,0,1,5,0,0,0,49,1,1,0,0,0,.75
103,9,ﾆﾌﾞﾝﾉｺﾞ!,313,,1045,2001,10,6,1,0,2,2,-.19826198,0,,0,9,東京吉本,3,4,24.109589,1,0,7,0,0,0,81,0,1,0,0,0,.49000001
103,10,ﾉﾝｷｰｽﾞ,169,,1046,2001,10,6,1,0,4,7,-1.2635508,0,.5714286,0,10,太田,2,9,31.936987,0,0,9,0,0,1,100,0,0,0,0,0,.18000001
103,8,ｲﾇがﾆｬｰと泣いた日,441,4,1047,2001,10,6,1,0,2,4,.74866134,1,,0,8,イヌがニャーと泣いた日プロジェクト→NEET PROJECT[2005年4月～],6,1,23.052055,0,1,2,0,0,0,64,0,1,0,0,0,.76999998
103,6,ﾏｲﾏｲｶﾌﾞﾘ,177,,1048,2001,10,6,1,0,4,10,-1.204368,0,.40000001,0,6,ホリプロ,2,5,25.90959,0,0,8,0,0,0,36,0,0,0,0,0,.19
103,4,ｸｰﾙｽﾞ,353,,1049,2001,10,6,1,0,0,2,.097651556,0,,0,4,人力舎→フリー→リング→人力舎,2,3,24.287672,0,0,6,0,0,0,16,0,0,0,0,0,.57999998
103,2,ﾏｯﾋﾟｰ,133,,1050,2001,10,6,1,0,0,0,-1.5298729,0,,0,2,サウンドアート、漫才協会,2,3,26.482191,0,0,10,0,1,0,4,0,0,0,0,0,.1
104,1,ﾁｭｰﾄﾘｱﾙ,457,5,1051,2001,10,13,2,0,0,1,1.1510403,1,,0,1,baseよしもと→吉本興業→東京吉本,2,3,26.350685,1,1,2,1,0,0,1,0,0,0,0,0,.81
104,3,ﾊﾞｽﾞｰｶﾙｰﾑ,173,,1052,2001,10,13,2,0,0,0,-1.7064375,0,,0,3,あ・うん,2,3,27.627398,0,0,10,0,0,0,9,0,0,0,0,0,.18000001
104,5,5番6番,281,,1053,2001,10,13,2,0,0,0,-.61979103,0,,0,5,タイタン,2,3,24.772602,0,0,8,0,0,0,25,0,0,0,0,0,.41999999
104,7,飛石連休,313,,1054,2001,10,13,2,0,3,5,-.29782167,0,,0,7,サンミュージック,2,1,26.01096,0,0,6,0,0,0,49,0,0,0,0,0,.49000001
104,9,号泣,329,1,1055,2001,10,13,2,0,11,13,-.13683702,1,.84615386,0,9,ホリプロ→ホリプロコム,2,5,24.057535,0,1,5,0,0,0,81,0,0,0,0,0,.52999997
104,10,青木さやか,389,4,1056,2001,10,13,2,0,1,2,.46685547,1,,0,10,フリー→ディクターランド,1,2,28.567123,0,1,4,0,0,1,100,1,1,0,0,0,.66000003
104,8,次長課長,281,,1057,2001,10,13,2,0,2,4,-.61979103,0,,0,8,baseよしもと→東京吉本,2,7,26.123287,1,0,8,0,0,0,64,0,0,0,0,0,.41999999
104,6,ｱﾝｼﾞｬｯｼｭ,517,2,1058,2001,10,13,2,0,10,12,1.7547327,1,.83333331,0,6,人力舎,2,8,29.167124,0,1,1,0,0,0,36,0,0,0,0,0,.94
104,4,ﾊﾞｶﾘｽﾞﾑ,397,3,1059,2001,10,13,2,0,8,15,.54734778,1,.53333336,0,4,マセキ,2,6,26.717808,0,1,3,0,0,0,16,0,0,0,0,0,.68000001
